id,label
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0023_1059.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0025_571.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0028_643.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0029_482.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0034_628.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0035_876.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0039_924.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0040_472.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0047_619.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0050_870.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0055_570.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0065_809.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0068_726.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0071_792.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0076_671.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0080_821.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0081_800.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0088_883.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0091_602.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0092_834.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0094_1013.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0098_621.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0099_869.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0100_735.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/002.Laysan_Albatross\Laysan_Albatross_0104_630.jpg,1
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0001_1071.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0002_796395.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0003_1078.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0004_796366.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0005_796342.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0007_796372.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0010_796355.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0016_1075.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0022_796398.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0023_796401.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0024_1161.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0029_796357.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0030_1122.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0031_1066.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0032_1149.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0034_1154.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0040_796375.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0043_1076.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0044_1105.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0045_1162.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0051_796374.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0054_796347.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0055_1160.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0064_796343.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0066_796382.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0068_796353.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0072_796371.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0074_1221.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0076_796365.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/003.Sooty_Albatross\Sooty_Albatross_0077_1080.jpg,2
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0005_1750.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0006_1763.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0009_1522.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0014_1755.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0015_1653.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0017_1561.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0029_1620.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0031_1588.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0032_1776.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0033_1494.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0044_1731.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0046_1663.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0047_1706.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0053_1672.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0058_1751.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0062_1767.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0068_1538.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0069_1546.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0072_1696.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0075_1617.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0076_1661.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0077_1724.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0080_1549.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0082_1697.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0087_1765.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0088_1678.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0091_1728.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0094_1540.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0105_1562.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/004.Groove_billed_Ani\Groove_Billed_Ani_0109_1592.jpg,3
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0005_794922.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0006_1813.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0010_794907.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0012_794960.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0018_1817.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0019_794925.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0021_794938.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0028_794951.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0032_794931.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0033_794964.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0039_794944.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0040_794912.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0041_794910.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0045_794940.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0047_794918.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0048_1791.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0052_794952.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0057_794932.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0059_794929.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0061_794904.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0062_794968.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0063_794901.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0067_785249.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0068_785253.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0069_785258.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0070_785261.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0071_785255.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0073_785248.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0075_785259.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/005.Crested_Auklet\Crested_Auklet_0076_785252.jpg,4
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0004_795112.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0005_795119.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0007_795123.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0010_795092.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0011_795109.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0012_795074.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0014_1901.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0015_795065.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0017_795084.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0018_795077.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0020_795080.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0021_795127.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0023_1898.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0025_795087.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0027_795091.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0028_795094.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0029_795122.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0032_795068.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0034_795096.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0035_1888.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0040_795100.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0043_795067.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0050_1924.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0052_795088.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0054_795130.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0055_795106.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0057_795126.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0058_1931.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0060_795095.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/006.Least_Auklet\Least_Auklet_0063_795134.jpg,5
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0001_795972.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0004_795921.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0007_795932.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0008_795992.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0013_795970.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0015_795966.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0016_795977.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0017_795924.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0019_795987.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0020_795947.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0025_795975.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0026_795962.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0028_795944.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0030_795930.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0034_795994.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0036_795943.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0039_795955.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0043_795948.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0047_795956.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0051_795971.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0055_795963.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0058_795942.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0059_795973.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0062_795958.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0065_795969.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0067_795964.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0069_795936.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0076_796001.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0078_2004.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/007.Parakeet_Auklet\Parakeet_Auklet_0080_795965.jpg,6
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0001_797538.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0003_797535.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0004_797541.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0005_2111.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0010_797545.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0013_797537.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0015_2160.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0017_2155.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0018_797517.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0020_2195.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0021_2089.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0022_2170.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0023_797501.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0024_797529.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0025_797508.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0026_797519.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0027_797496.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0028_2056.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0029_797520.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0031_797518.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0034_797497.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0037_797499.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0039_2174.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0040_797503.jpg,7
